LifeExp,Developed,Mortality,BMI,Alcohol,Polio,HIV,GDP,IDHComp,School,InfDeaths,Population
77,No,137,49.1,0.47,98,0.1,213.755559,0.569,9.8,22,0.035217
72,No,142,48.2,0.56,97,0.1,1948.812275,0.561,9.6,23,3.179285
69.9,No,146,47.3,0.58,91,0.1,1721.973863,0.551,9.3,24,29.843937
69.5,No,15,46.5,0.46,94,0.1,1413.757176,0.54,8.8,25,29.512368
69,No,155,45.7,0.46,93,0.1,1336.775376,0.53,8.5,26,29.181832
68.6,No,16,44.8,0.45,95,0.1,1332.382358,0.519,8,27,28.849621
56.7,No,375,22.2,0.01,79,4.1,623.2871141,0.409,9.1,61,27.212382
55.3,No,46,21.8,1.16,78,5.1,65.985681,0.405,9.1,62,26.434372
54.8,No,48,21.3,1.19,73,6.9,566.513873,0.4,9.2,64,2.567666
54.3,No,47,2.9,0.94,73,9.6,526.5313517,0.397,9.5,66,0.249395
54,No,47,2.5,0.96,73,10.8,419.2258149,0.39,9.3,69,2.422145
53.8,No,4,2.1,1.18,74,11.3,463.852618,0.382,9.2,70,2.352463
53.2,No,45,19.7,1.48,74,12.6,53.127719,0.372,8.8,72,22.846758
52.1,No,425,19.3,1.03,75,14.1,422.1461573,0.36,8.2,74,22.188387
51.2,No,434,18.9,1.2,73,16.3,385.7567141,0.353,7.9,78,21.547463
58,No,434,18.5,1.23,71,16.2,369.1545359,0.341,7.3,80,0.029237
54,No,429,18.1,1.54,69,15.9,336.3318145,0.332,7,82,0.231275
51,No,424,17.7,1.68,67,15.3,283.8911588,0.318,6.7,85,19.716598
49.8,No,416,17.3,2.16,76,14.5,262.884551,0.311,6.2,87,19.139658
49.5,No,48,16.9,2.09,72,13.4,256.4414872,0.298,5.8,90,18.588758
49,No,43,16.5,1.14,69,12.2,277.6486591,0.291,5.4,93,1.867687
66.4,No,21,22.9,0.01,88,0.3,1262.893782,0.547,9.1,40,51.924182
66.2,No,22,22.1,0.7,76,0.4,1168.83947,0.54,9.1,42,51.448196
65.9,No,25,21.3,0.55,87,0.5,1171.58257,0.533,9.1,44,5.986514
65.6,No,27,2.5,0.33,9,0.5,1186.423937,0.526,9.1,47,0.555331
65.4,No,29,19.8,0.3,9,0.5,987.7365832,0.515,8.8,49,5.155896
65.2,No,211,19.1,0.28,9,0.6,741.777116,0.504,8.5,52,0.049869
59.2,No,296,18.3,0.3,85,0.6,643.951373,0.493,8.2,59,49.479752
64.5,No,217,17.6,0.26,84,0.6,41.451,0.484,8.1,58,49.171586
64.2,No,22,17,0.28,82,0.6,296.97284,0.474,8,61,48.846474
63.9,No,224,16.4,0.28,86,0.5,247.24276,0.465,7.9,64,48.482614
63.5,No,228,15.7,0.44,92,0.5,219.8156688,0.455,7.8,66,0.487377
63.2,No,231,15.2,0.4,86,0.5,219.782326,0.445,7.7,69,47.624894
62.8,No,235,14.6,0.41,84,0.4,143.77651,0.435,7.6,71,0.471422
62.5,No,239,14.1,0.38,77,0.4,138.9249275,0.427,7.6,72,46.627994
62.1,No,243,13.6,0.35,88,0.4,193.187484,0.417,7.5,73,4.695462
65.9,No,242,34.9,0.01,88,2.2,5421.343953,0.632,11.7,2,0.237992
66.1,No,232,34.1,0.01,89,2.5,5488.131712,0.625,11.6,3,0.231652
65.8,No,232,33.3,0.01,84,3.7,5749.44752,0.619,11.5,3,2.263934
64.3,No,268,32.5,7.84,85,4.7,56.971392,0.612,11.5,3,2.215621
63,No,299,31.8,7.58,83,6.2,5191.58381,0.604,11.4,3,0.217317
62.4,No,36,31,7.99,83,8.7,4153.497885,0.598,11.4,3,0.021374
61.7,No,317,3.2,6.28,83,11.7,429.6561,0.589,11.3,3,0.216375
60,No,356,29.4,5.12,81,15.2,422.51968,0.578,11.3,3,0.279915
57,No,431,28.7,4.94,74,19.2,3881.29535,0.57,11.4,3,0.255734
55.1,No,477,27.9,4.89,86,22.1,3573.146387,0.565,11.6,3,0.232196
54.7,No,483,27.2,4.8,81,24,3288.257373,0.559,11.7,3,0.029228
55,No,471,26.5,5.28,82,24.7,2482.36862,0.554,11.7,3,1.986535
55.7,No,452,25.8,5.09,78,24.6,1713.47594,0.556,11.8,3,1.962147
56.5,No,426,25.1,5.09,79,23.9,1834.29486,0.556,11.7,3,1.933596
57.4,No,41,24.5,5.73,8,22.8,257.99557,0.559,11.5,3,1.899257
69.6,No,158,18.5,0.01,92,0.1,76.2386977,0.551,12.4,18,28.323241
69.3,No,162,18,0.27,92,0.1,688.6172788,0.545,12.3,19,2.798531
68.9,No,167,17.4,0.26,9,0.2,681.7925868,0.538,12.3,20,27.649925
68.4,No,172,16.9,0.27,92,0.2,692.1166842,0.529,12,22,27.327147
68,No,178,16.4,0.24,83,0.2,592.1835216,0.515,11.1,23,2.723137
67.5,No,183,15.9,0.22,93,0.2,48.7299,0.502,10.5,25,2.674113
67,No,189,15.4,0.21,82,0.2,473.844449,0.492,10.1,27,26.475859
66.6,No,194,14.9,0.2,82,0.2,393.8843518,0.486,10,29,26.214847
66,No,21,14.4,0.2,91,0.2,348.6314534,0.476,9.6,31,2.594618
65.4,No,28,13.9,0.2,78,0.2,317.89198,0.469,9.4,33,2.564287
64.7,No,218,13.4,0.21,8,0.2,287.4156,0.463,9.3,35,2.539449
64.3,No,22,12.9,0.2,76,0.1,253.72412,0.457,9.2,38,2.495623
63.1,No,238,12.4,0.19,72,0.1,246.375621,0.447,8.6,40,24.566342
63.2,No,23,11.9,0.09,73,0.1,248.6183539,0.446,9,43,24.161777
62.5,No,238,11.4,0.08,74,0.1,231.42554,0.439,8.9,46,2.374911
81.7,Yes,58,61.6,0.01,96,0.1,52157.4687,0.923,18.1,1,0.168658
81.4,Yes,6,61,8.68,97,0.1,51574.48942,0.922,18.1,1,1.684432
81.1,Yes,62,6.5,9.05,97,0.1,49474.7561,0.921,18.1,1,16.754962
81.1,Yes,63,59.9,8.96,97,0.1,5354.6536,0.911,17.2,1,1.669374
88,Yes,64,59.3,9.33,97,0.1,5338.25483,0.906,17,1,16.615394
86,Yes,65,58.6,9.23,97,0.1,519.349,0.906,16.9,1,1.653388
83,Yes,68,57.9,9.62,97,0.1,56928.8248,0.905,16.8,1,16.445593
82,Yes,68,57.3,9.53,97,0.1,51241.31562,0.899,16.6,1,16.381696
79.8,Yes,71,56.5,9.79,96,0.1,44453.97119,0.893,16.5,1,1.634611
79.4,Yes,72,55.8,9.69,96,0.1,41577.169,0.888,16.4,1,16.319868
79.2,Yes,77,55,9.56,98,0.1,39954.64222,0.885,16.5,1,16.281779
78.7,Yes,8,54.2,9.56,98,0.1,35245.1647,0.881,16.5,1,1.622532
78.4,Yes,81,53.4,9.68,97,0.1,28817.32321,0.882,16.9,1,16.148929
78.3,Yes,82,52.6,9.95,97,0.1,26584.12169,0.878,16.7,1,0.164618
78.1,Yes,84,51.8,10.06,97,0.1,25921.12794,0.873,16.5,1,15.925513
74.5,No,148,53.2,3.55,99,0.1,1975.46477,0.636,11.6,2,0.613997
73.9,No,157,52.4,3.58,99,0.1,1847.19849,0.63,11.5,2,5.945747
73.9,No,157,51.7,3.63,99,0.1,1792.3845,0.625,11.5,2,0.587718
74.5,No,147,5.9,3.39,99,0.1,1682.957924,0.62,11.5,3,0.058782
73.2,No,154,5.2,3.38,99,0.1,1526.497938,0.614,11.4,3,5.737723
73.2,No,163,49.4,3.36,99,0.2,1464.497754,0.613,11.3,3,5.666581
72.5,No,169,48.6,3.64,97,0.2,1518.85386,0.607,11.1,3,0.559456
72.5,No,173,47.9,3.83,93,0.2,1344.31871,0.601,11,3,0.552216
73,No,17,47.1,3.69,88,0.3,124.992617,0.597,11,3,0.545211
71.2,No,194,46.4,3.7,87,0.3,1175.116225,0.592,11,3,5.379328
71,No,194,45.7,3.81,8,0.3,191.55157,0.587,11,4,0.053973
76,No,198,44.9,3.77,86,0.3,115.565314,0.583,11,4,0.524879
75,No,197,44.2,3.5,85,0.4,11.147277,0.577,10.7,4,5.171734
73,No,193,43.5,3.51,89,0.4,143.6758,0.57,10.4,4,0.005175
73,No,192,42.8,3.61,85,0.4,116.2743,0.562,10.1,4,0.526796
61.4,No,223,18.9,0.01,67,0.5,43.646498,0.345,5.3,49,19.148219
69,No,227,18.5,0.01,56,0.6,416.14838,0.341,5.3,49,18.426372
63,No,232,18.1,0.01,71,0.7,391.515524,0.331,5.1,49,17.731634
59.4,No,241,17.7,0.15,4,0.7,375.5819866,0.323,4.8,50,1.764636
58.2,No,252,17.3,0.12,75,0.9,348.151511,0.312,4.5,50,16.425578
57.1,No,263,16.9,0.11,71,1.1,341.2894618,0.307,4.2,51,15.813913
56,No,272,16.5,0.12,68,1.3,354.8185998,0.298,4,52,15.228525
55.2,No,276,16.1,0.1,57,1.4,292.55962,0.293,3.8,53,14.668338
54.5,No,277,15.7,0.11,52,1.5,258.463873,0.286,3.7,54,1.413264
53.7,No,278,15.4,0.11,46,1.6,25.383731,0.278,3.5,55,13.618449
52.9,No,279,15,0.11,45,1.6,232.5661574,0.27,3.1,56,1.312712
52.1,No,28,14.6,0.1,44,1.6,215.8548,0.266,3,56,1.265687
51.4,No,282,14.3,0.1,43,1.6,177.828384,0.261,2.9,57,0.012262
56,No,283,13.9,0.11,42,1.6,165.257247,0.255,2.9,57,11.771976
50,No,284,13.6,0.1,41,1.5,158.455972,0.253,2.8,58,11.352973
53.6,No,362,24.7,0.01,49,3.9,3221.678128,0.521,10,490,1.764652
53.2,No,367,24.1,8.3,46,3.9,2996.96432,0.514,9.8,498,17.182933
52.7,No,374,23.5,8.54,42,4.4,2755.297787,0.507,9.7,505,167.297284
52.3,No,375,22.8,8.75,48,4.7,2527.9423,0.5,9.6,513,16.287776
52,No,374,22.2,8.9,54,4.8,2327.3267,0.492,9.5,521,158.578261
51.6,No,376,21.6,9.05,66,4.9,197.661422,0.487,9.3,527,15.442181
59,No,386,21,9.3,6,5,1383.893354,0.481,9.2,536,1.534739
55,No,388,2.4,9.55,54,5.2,1136.829645,0.477,9.1,542,14.641724
49.8,No,396,19.9,9.66,46,5.3,119.743286,0.466,9,549,14.261494
49.2,No,4,19.3,9.71,45,5.4,87.8938738,0.463,8.9,556,138.939478
48.5,No,47,18.8,9.76,43,5.4,648.815852,0.445,8.5,563,135.393616
48.1,No,41,18.3,9.75,42,5.4,512.65719,0,8.1,567,131.972533
47.7,No,49,17.8,9.61,4,5.3,459.4572117,0,7.7,571,12.866671
47.4,No,48,17.3,9.58,36,5.1,351.7996666,0,8,574,125.463434
47.1,No,45,16.9,9.23,31,4.9,379.1193264,0,7.6,576,1.223529
81.8,Yes,59,61.2,5.97,95,0.1,7455.24654,0.948,17.7,0,0.518867
81.6,Yes,61,6.8,6.06,93,0.1,975.49856,0.945,17.7,0,5.137232
81.5,Yes,62,6.3,6.21,94,0.1,1291.435,0.942,17.5,0,0.579623
81.3,Yes,61,59.8,6.21,95,0.1,11563.727,0.941,17.6,0,0.518573
81.1,Yes,67,59.4,6.53,94,0.1,1574.9861,0.939,17.6,0,0.495388
81,Yes,66,58.9,6.59,93,0.1,87646.75346,0.936,17.4,0,4.889252
89,Yes,67,58.5,6.68,94,0.1,817.77681,0.936,17.4,0,4.828726
86,Yes,67,58,6.75,94,0.1,9688.5961,0.936,17.6,0,4.768212
85,Yes,67,57.5,6.6,93,0.1,85128.65759,0.934,17.6,0,0.479153
84,Yes,7,57,6.47,94,0.1,74114.69715,0.931,17.5,0,0.466677
81,Yes,73,56.5,6.37,91,0.1,66775.3944,0.929,17.6,0,4.623291
79.8,Yes,77,55.9,6.22,92,0.1,5757.26916,0.924,17.5,0,0.459191
79.4,Yes,78,55.3,6.04,92,0.1,5111.65445,0.918,17.1,0,4.564855
78.9,Yes,81,54.6,5.89,93,0.1,4361.1538,0.916,17.1,0,4.538159
78.8,Yes,82,54,5.49,91,0.1,38549.58934,0.917,17.5,0,4.513751
78.5,Yes,85,53.3,5.67,91,0.1,38146.71539,0.911,17.1,0,0.449967
66.2,No,162,24.7,0.01,72,0.1,1316.98966,0.542,7.8,359,185.546257
66,No,163,23.9,0.04,72,0.1,1272.44161,0.538,7.7,365,181.712595
65.7,No,165,23.2,0.04,72,0.1,1261.28967,0.529,7.6,369,177.911533
65.5,No,167,22.5,0.04,75,0.1,1226.215314,0.525,7.5,371,174.184265
65.1,No,172,21.9,0.04,82,0.1,14.142268,0.521,7.5,372,1.756182
64.8,No,175,21.3,0.03,7,0.1,16.63999,0.514,7.3,371,1.674958
64.6,No,177,2.6,0.03,7,0.1,139.31288,0.513,7.3,369,16.364463
64.4,No,178,2.1,0.03,75,0.1,95.4327931,0.505,6.7,367,16.332974
64.2,No,179,19.5,0.03,77,0.1,873.772727,0.501,6.5,365,15.793993
62.9,No,2,18.9,0.04,78,0.1,711.4699463,0.487,6.1,364,15.399667
63.7,No,183,18.4,0.01,65,0.1,649.848233,0.474,5.6,364,0.015783
63.5,No,185,17.9,0.01,69,0.1,563.594342,0.465,5.6,366,1.477341
63.2,No,187,17.4,0.01,71,0.1,499.8633,0.457,5.5,371,144.654143
63,No,189,16.9,0.01,68,0.1,51.6568157,0.45,5.4,377,14.161437
62.8,No,19,16.4,0.02,65,0.1,533.8624114,0.445,5.3,385,138.523285
77.6,No,119,57.1,6.74,8,0.1,12593.7374,0.78,13,1,0.393986
77.5,No,118,56.3,6.89,81,0.1,11685.97983,0.773,12.9,1,3.838462
77.2,No,12,55.6,6.95,87,0.1,1589.82713,0.765,12.8,1,3.772938
77.3,No,121,54.9,6.9,91,0.1,927.723171,0.758,12.9,1,0.377782
76.5,No,122,54.2,6.94,95,0.1,7937.259931,0.756,12.8,1,3.643222
76.8,No,127,53.4,6.87,85,0.1,7429.628274,0.755,12.8,1,3.579385
76.5,No,127,52.7,6.74,86,0.1,6973.9284,0.75,12.8,1,3.516268
76.4,No,124,51.9,6.16,84,0.2,668.8667,0.743,12.9,1,0.345387
76.2,No,125,51.1,5.72,98,0.1,5348.518399,0.744,12.9,1,0.339195
75.8,No,122,5.3,5.53,88,0.1,4916.54886,0.74,12.9,1,0.333465
75.8,No,123,49.5,5.69,92,0.2,4591.892776,0.733,12.8,1,3.269541
75.5,No,126,48.6,5.52,95,0.1,4267.13578,0.728,12.8,1,0.329174
75.7,No,125,47.8,5.52,99,0.2,4126.14671,0.725,12.6,1,3.149265
75.5,No,124,46.9,5.43,95,0.1,446.372833,0.721,12.4,2,0.389684
75.7,No,121,45.9,5.58,99,0.2,46.29935,0.716,12.1,2,0.033347
62.7,No,278,47.9,0.01,64,0.7,2182.716565,0.511,10,10,7.755785
62.4,No,281,47.2,0.01,8,0.8,229.95364,0.506,10,10,7.592865
62.2,No,284,46.4,0.01,81,1,271.318741,0.501,9.9,10,0.743836
62,No,285,45.7,0.88,69,1,177.867119,0.494,9.9,10,7.269348
61.8,No,286,44.9,0.79,72,1.1,1366.879112,0.485,9.6,10,0.718239
61.6,No,288,44.2,0.82,79,1.1,1166.66337,0.477,9.2,11,6.947447
61.4,No,29,43.4,0.81,76,1.3,1178.72469,0.469,8.9,11,6.787187
61.1,No,295,42.7,0.71,72,1.4,956.668952,0.461,8.6,11,6.627922
68,No,299,41.9,0.64,67,1.5,854.346921,0.454,8.2,11,0.647272
64,No,37,41.1,0.84,61,1.5,77.5773486,0.446,7.9,11,0.631479
59.9,No,314,4.4,0.58,59,1.5,637.3616215,0.439,7.6,11,6.161517
59.6,No,321,39.6,0.59,62,1.4,588.3582595,0.433,7.2,11,0.061724
59.3,No,327,38.9,0.61,54,1.4,511.665773,0.428,6.9,11,5.862316
59.1,No,331,38.2,0.68,52,1.3,539.41528,0.422,6.6,11,5.716152
58.9,No,335,37.5,0.73,51,1.1,631.9468526,0.418,6.2,11,5.572222
73.9,No,147,49.4,0.01,83,0.2,4712.822736,0.688,12.3,3,6.552584
73.8,No,148,48.6,5.03,8,0.2,4479.95858,0.679,12.3,3,0.646574
73.6,No,148,47.9,5.36,83,0.1,3855.537735,0.679,12.3,3,6.379219
73.4,No,15,47.1,5.79,84,0.1,3988.11894,0.675,12.3,3,6.293783
73.2,No,152,46.4,5.65,85,0.1,3225.591754,0.664,12.4,3,0.629877
73,No,155,45.6,5.39,81,0.1,2599.596259,0.663,12.1,3,6.127837
72.7,No,157,44.9,6.14,85,0.1,359.992184,0.654,11.9,3,0.647117
72.5,No,159,44.2,5.61,95,0.1,2312.192926,0.649,12,3,5.966159
72.3,No,161,43.5,5.61,98,0.2,189.71539,0.648,12.1,3,5.882796
72.1,No,163,42.8,6.38,96,0.2,157.145691,0.646,12.3,3,5.795494
71.9,No,165,42,6.2,92,0.2,148.527976,0.639,12.1,3,0.057374
71.7,No,166,41.3,6.64,86,0.1,1174.779347,0.642,12.7,4,0.056795
71.5,No,168,4.6,5.66,87,0.1,1148.229882,0.632,12.2,4,0.558611
71.2,No,17,39.8,6.66,9,0.1,1417.26582,0.624,11.8,4,0.546624
79,No,172,39.1,6.78,86,0.1,1545.626423,0.625,11.6,4,0.005327
75.3,No,125,54.9,0.01,78,0.1,6491.5245,0.735,13.4,8,3.973354
75.3,No,125,54.2,5.38,71,0.1,6583.116248,0.731,13.4,8,3.565716
74.9,No,129,53.6,5.14,94,0.1,6387.785281,0.725,13.4,9,3.158966
74.5,No,133,52.9,4.83,91,0.2,5771.565878,0.721,13.4,9,29.759989
73.7,No,14,52.2,4.72,92,0.2,522.493191,0.708,13.3,10,29.373646
73.8,No,14,51.5,4.69,92,0.3,4166.93387,0.706,13.3,10,0.029157
73.9,No,138,5.8,4.85,93,0.3,428.87811,0.7,13.2,11,2.864198
74,No,133,5.2,4.29,93,0.3,3611.2147,0.696,13.2,11,28.292724
74.2,No,134,49.5,4.22,94,0.4,3171.49856,0.693,13,12,27.949944
72.8,No,148,48.8,4.44,66,0.4,2754.7829,0.692,13,13,0.276141
72.2,No,151,48.1,4.27,81,0.4,2448.143899,0.685,12.8,14,27.273194
72.1,No,152,47.4,4.5,95,0.4,218.25997,0.686,13.3,15,26.937738
72.6,No,144,46.7,4.03,95,0.4,259.192958,0.686,13.9,16,2.661467
72.4,No,142,46.1,4.22,9,0.5,1981.243653,0.677,13.4,17,26.261363
71.4,No,154,45.4,4.59,93,0.5,1996.719689,0.674,13.5,18,25.914879
68.4,No,214,24.8,4.52,77,0.1,2842.938353,0.676,11.7,54,0.112249
68.1,No,219,24.3,4.61,84,0.1,276.289146,0.671,11.7,55,9.848132
68.1,No,217,23.7,5.02,88,0.1,2581.818554,0.666,11.6,56,96.866642
68,No,218,23.1,4.96,87,0.1,2352.518156,0.669,11.5,57,9.527794
67.9,No,218,22.6,4.85,78,0.1,2129.499242,0.662,11.4,58,93.726624
68,No,219,22.1,4.42,86,0.1,1825.341521,0.661,11.7,59,9.222879
67.5,No,217,21.6,4.21,91,0.1,1919.466195,0.655,11.5,60,9.751864
67.5,No,216,21.1,4.19,87,0.1,1672.685433,0.648,11.4,62,8.929349
67.3,No,219,2.6,4.08,88,0.1,1391.772325,0.646,11.5,63,8.789419
67,No,223,2.1,4.22,9,0.1,1194.697155,0.642,11.6,65,86.274237
67.3,No,218,19.6,4.45,85,0.1,179.3715,0.636,11.6,66,84.678493
67.2,No,217,19.2,4.44,85,0.1,11.553196,0.631,11.6,67,8.331954
66.8,No,221,18.7,4.42,77,0.1,1.68135,0.625,11.4,68,0.813526
66.8,No,221,18.3,4.54,76,0.1,957.287441,0.622,11.4,68,79.665315
66.8,No,219,17.8,4.73,74,0.1,138.91977,0.618,11.4,69,77.991569
77.3,Yes,12,61.1,10.71,94,0.1,14341.675,0.85,16.4,2,3.811735
77.1,Yes,12,6.4,11.63,95,0.1,1378.54911,0.838,15.4,2,0.384196
76.8,Yes,125,59.7,10.81,95,0.1,13145.1484,0.834,15.3,2,3.863164
76.7,Yes,128,59.1,10.93,96,0.1,13893.187679999999,0.829,15.4,2,3.863255
76.3,Yes,13,58.4,10.59,96,0.1,12599.52486,0.822,15.1,2,3.842794
75.7,Yes,136,57.8,10.7,96,0.1,11527.59323,0.818,15.1,2,3.815163
75.5,Yes,14,57.2,11.4,96,0.1,141.44688,0.813,15,2,38.125759
75.3,Yes,144,56.6,10.9,99,0.1,1126.31852,0.808,15,2,0.381256
75.2,Yes,144,56,10.4,99,0.1,94.7726,0.803,15,2,38.141267
75,Yes,144,55.5,9.5,99,0.1,821.251569,0.797,14.8,2,38.165445
74.9,Yes,143,55,9.19,99,0.1,6681.178818,0.8,15.5,2,38.182222
74.7,Yes,142,54.5,9.06,98,0.1,5693.52416,0.796,15.3,3,0.382457
74.5,Yes,145,54,8.02,98,0.1,5196.932921,0.79,15,3,3.823364
74.2,Yes,149,53.6,7.74,98,0.1,4981.198619,0.784,14.7,3,3.824876
73.7,Yes,153,53.1,8.4,98,0.1,4492.72764,0.777,14.6,3,38.258629
89,Yes,78,6.9,9.88,98,0.1,2277.53613,0.837,16.8,0,0.014162
86,Yes,79,6.2,10,98,0.1,21618.73534,0.827,16.3,0,1.457295
83,Yes,81,59.5,11.96,98,0.1,2577.4264,0.824,16.3,0,1.514844
82,Yes,85,58.8,11.92,97,0.1,23196.18375,0.818,16.2,0,0.155756
79.6,Yes,88,58.1,12.25,97,0.1,22538.6548,0.812,16,0,0.015731
79.3,Yes,9,57.3,12.03,96,0.1,2363.97161,0.809,16,0,1.568247
79,Yes,92,56.5,12.35,97,0.1,24815.6884,0.804,15.8,0,1.558177
78.7,Yes,94,55.7,12.57,96,0.1,2278.5845,0.797,15.4,0,1.542964
78.5,Yes,96,54.9,13.11,97,0.1,19821.44463,0.793,15.4,0,1.522288
77.7,Yes,11,54.1,13.33,93,0.1,18784.9485,0.79,15.4,0,0.015333
78,Yes,99,53.3,13.45,95,0.1,1845.5881,0.792,15.9,0,1.483861
77.3,Yes,15,52.5,14.21,96,0.1,15772.7334,0.789,15.8,0,1.458821
77.2,Yes,17,51.7,12,96,0.1,12882.28897,0.788,15.9,1,1.419631
76.9,Yes,11,5.9,12.22,96,0.1,11729.14616,0.782,15.7,1,1.362722
76.6,Yes,11,5.1,11.89,96,0.1,1152.39681,0.777,15.5,1,1.289898
74.8,Yes,135,59.9,0.01,94,0.1,12.27733,0.797,14.7,2,1.998979
74.6,Yes,138,59.2,9.59,88,0.1,9585.266593,0.794,14.7,2,19.983693
74.4,Yes,138,58.4,9.58,92,0.1,8558.39766,0.797,15.3,2,0.025835
74.3,Yes,139,57.7,9.1,89,0.1,92.277825000000007,0.798,15.7,2,2.147528
73.4,Yes,153,56.9,9,94,0.1,8297.483621,0.797,15.8,2,2.246871
73.1,Yes,158,56.3,10.4,95,0.1,822.18329,0.795,15.4,2,2.367487
73.1,Yes,159,55.6,11.9,95,0.1,1136.47356,0.78,14.7,2,2.537875
72.9,Yes,154,55,10.6,96,0.1,8214.185378,0.766,14.1,3,2.882982
72.5,Yes,157,54.4,8.51,97,0.1,5828.745662,0.755,13.7,3,2.119376
71.9,Yes,162,53.9,7.68,97,0.1,4676.315183,0.745,13.4,3,21.319685
71.7,Yes,165,53.4,9.82,97,0.1,3552.92452,0.733,12.9,4,21.451748
71.1,Yes,174,52.9,8.78,97,0.1,2774.95586,0.722,12.5,4,21.574326
77,Yes,178,52.4,9.62,98,0.1,2124.873613,0.714,12,4,2.173496
78,Yes,179,51.9,9.78,99,0.1,1839.72945,0.708,11.7,4,2.213197
77,Yes,175,51.4,10.16,99,0.1,1668.162731,0.703,11.5,4,22.442971
73,No,225,59.9,10.12,97,0.1,14125.961,0.803,14.9,13,143.819666
70,No,229,59.3,10.58,98,0.2,15543.67653,0.799,14.6,14,14.356911
69.6,No,237,58.7,10.99,98,0.3,15154.45687,0.792,14.3,14,14.321676
69.4,No,242,58.1,11.04,97,0.3,14212.687,0.785,14,14,14.296868
68.4,No,256,57.5,11.05,98,0.2,1674.98771,0.773,13.7,15,142.849449
68.2,No,261,57,11.21,98,0.3,8562.89598,0.776,14,15,142.78534200000001
67.5,No,278,56.6,12.04,98,0.3,11635.2637,0.769,13.9,16,14.274235
67.3,No,282,56.1,12.19,98,0.3,911.25385000000006,0.761,13.8,16,1.428588
66.4,No,3,55.7,11.79,98,0.3,692.194398,0.754,13.8,17,14.349528
65,No,327,55.3,11.57,98,0.3,5323.473877,0.748,13.7,18,143.518523
64.9,No,321,55,11.5,98,0.3,412.372294,0.741,13.6,19,1.446754
64.6,No,322,54.7,11.32,97,0.4,2975.132778,0.733,13.2,20,144.648257
64.8,No,313,54.5,10.87,97,0.3,2375.5944,0.727,12.8,20,1.453646
65.1,No,38,54.2,10.47,97,0.3,21.362386,0.72,12.5,21,14.597683
65,No,37,54,10.18,97,0.2,1771.58662,0.709,12.1,22,146.596557
65.7,No,23,2.8,0.01,98,0.4,76.5699517,0.488,10.8,12,11.345357
65.2,No,233,2.1,0.01,98,0.5,688.8768557,0.485,10.8,12,1.165151
64.6,No,239,19.5,0.01,98,0.7,678.796973,0.475,10.5,13,1.788853
63.8,No,247,18.9,8.34,93,1.3,617.317648,0.464,10.2,14,0.151671
62.8,No,26,18.3,7.92,93,2.3,563.491487,0.454,10,16,1.246842
61,No,288,17.7,7.11,93,2.8,539.1538211,0.447,10.2,17,9.977446
68,No,282,17.1,6.39,97,3.7,5.6687264,0.438,10.4,18,0.978169
59.6,No,295,16.5,6.78,98,5,44.853339,0.424,10.1,20,0.944742
57.6,No,328,15.9,6.88,99,6.2,342.3656294,0.404,9.3,22,0.092658
55.3,No,37,15.4,7.01,95,7.1,287.931877,0.388,8.8,24,8.991735
53.4,No,397,14.9,6.75,89,7.7,236.9114381,0.371,8.2,26,8.818438
52,No,48,14.5,6.66,96,8.1,212.6619491,0.359,7.6,29,0.868346
57,No,415,14.1,7.82,85,8,196.59778,0.343,7.2,31,0.853625
48.6,No,438,13.7,5.72,76,8.1,21.569654,0.332,7.1,33,0.832946
48.3,No,426,13.2,7.13,9,8.5,216.172747,0.318,6.6,34,0.082573
73.8,No,128,74.3,0.01,58,0.1,4178.973369,0.701,12.9,0,0.019229
73.6,No,131,73.8,0.01,62,0.1,4219.65123,0.7,12.9,0,0.019757
73.2,No,136,73.4,0.01,62,0.1,4234.554443,0.698,12.9,0,0.189194
73,No,139,72.9,2.15,6,0.1,3942.9827,0.693,12.9,0,0.187665
72.6,No,144,72.5,3.01,57,0.1,3453.487434,0.69,12.9,0,0.018625
76,No,172,72,2.88,45,0.1,335.112838,0.691,12.9,0,0.184826
72.5,No,146,71.4,3.97,54,0.1,359.82223,0.688,12.9,0,0.183526
72.2,No,149,7.9,3.85,49,0.1,322.543121,0.682,12.9,0,0.182286
72,No,153,7.3,3.52,37,0.1,287.963899,0.677,12.7,0,0.018194
71.6,No,16,69.7,3.63,55,0.1,2571.262348,0.671,12.6,0,0.179929
71.4,No,162,68.9,3.62,26,0.1,2351.33814,0.665,12.4,0,0.178781
79,No,169,68.2,4.17,82,0.1,197.29417,0.659,12.3,0,0.177662
76,No,174,67.4,3.3,85,0.1,1631.41727,0.653,12.1,0,0.176582
75,No,175,66.5,3.43,83,0.1,1555.47451,0.645,12,0,0.175566
72,No,18,65.6,3,94,0.1,154.68923,0.64,12.1,0,0.017461
67.3,No,191,3.1,0.01,95,0.2,1821.878734,0.562,11.1,0,0.191266
67.1,No,192,29.3,0.01,97,0.2,1619.532678,0.559,11,0,0.018745
66.9,No,194,28.5,0.01,96,0.5,138.949959,0.553,10.8,0,0.182889
66.6,No,198,27.7,5.69,96,0.5,134.326189,0.546,10.6,0,0.001788
66.2,No,24,26.9,5.58,98,0.5,1129.754961,0.542,10.6,0,0.174776
65.8,No,21,26.2,4.13,99,0.9,199.57146,0.533,10.1,0,0.017813
65.4,No,215,25.4,4.36,99,0.9,1126.46212,0.531,10.4,0,0.166913
